"ID","Count","overlap","Size","pvalue","padj"
"HALLMARK_NOTCH_SIGNALING",40,"Arrb1,Arrb2,Ccnd1,Ccnd2,Ccnd3,Cul1,Dll1,Dtx1,Dtx2,Dtx4,Fzd1,Fzd2,Fzd5,Fzd7,Hey2,Heyl,Jag1,Jag2,Kat2a,Kat2b,Lfng,Maml2,Mfng,Notch1,Notch2,Notch3,Notch4,Ppard,Prkca,Prkcb,Prkcg,Psen2,Psenen,Rbx1,Rfng,Rnf7,Sap30,Sap30l,Tcf7l2,Wnt2",43,1,1
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",126,"Abcb7,Acaa2,Acadm,Acadvl,Acat1,Aco2,Afg3l1,Afg3l2,Aldh6a1,Atp1b1,Atp5pb,Atp6v0a1,Atp6v0a2,Atp6v0a4,Atp6v1c1,Atp6v1d,Atp6v1e1,Atp6v1g1,Atp6v1g3,Atp6v1h,Bckdha,Bdh2,Casp7,Cox10,Cox11,Cox15,Cox5a,Cox5b,Cox6a1,Cox6b1,Cox6c,Cox7a2l,Cox7b2,Cpt1a,Cpt1c,Cs,Cyb5a,Cyb5r3,Cyc1,Cycs,Cyct,Decr1,Dlat,Dld,Dlst,Echs1,Etfa,Etfb,Etfdh,Fdx1,Fh1,Fxn,Glud1,Gpi1,Gpx4,Grpel1,Hadha,Hadhb,Idh1,Idh2,Idh3a,Idh3b,Immt,Isca1,Ldha,Ldhb,Lrpprc,Maob,Mdh2,Mfn1,Mfn2,Mgst3,Mpc1,Mrpl11,Mrpl15,Mrpl35,Mrps11,Mrps15,Mtrf1,Mtx2,Ndufa4,Ndufa5,Ndufa8,Ndufa9,Ndufb1,Ndufb6,Ndufc1,Ndufc2,Ndufs1,Ndufs2,Ndufs3,Ndufs7,Ndufv2,Ogdh,Ogdhl,Oxa1l,Pdhx,Pdk4,Pdp1,Phb2,Phyh,Polr2f,Por,Prdx3,Retsat,Rhot1,Rhot2,Sdhb,Sdhc,Slc25a12,Slc25a13,Slc25a3,Slc25a4,Sucla2,Suclg1,Supv3l1,Tcirg1,Timm10,Timm17a,Timm50,Timm9,Uqcr11,Uqcrb,Uqcrh,Vdac2,Vdac3",197,1,1
"HALLMARK_P53_PATHWAY",194,"Abhd4,Acvr1b,Acvr1c,Ada,Aen,Alox12b,Alox5,Aloxe3,Apaf1,App,Atf3,AW551984,Baiap2,Bivm,Blcap,Bmp2,Btg1,Casp1,Cbr2,Ccnd1,Ccnd2,Ccnd3,Ccnk,Cd37,Cd82,Cdkn1a,Cdkn2a,Cdkn2aip,Cgrrf1,Clca1,Clca2,Clca3a1,Clca3a2,Clca3b,Clca4a,Clca4b,Clca4c-ps,Coq8a,Csrnp2,Ctsf,Ddb2,Def6,Dgka,Dgkb,Dgkg,Dram1,Ei24,Elp1,Epha1,Epha10,Epha2,Epha3,Epha4,Epha5,Epha6,Epha7,Epha8,Ephb1,Ephb2,Ephb3,Ephb4,Ephb6,Ephx1,Eps8l2,Ercc5,Fas,Fgf12,Fgf13,Fgf14,Foxo3,Gls,Gls2,Gm5519,H1f3,H2ac22,H2ac23,H2ax,Hexim1,Hras,Hspa4,Hspa4l,Hsph1,Inhba,Irak1,Isg20,Itch,Itgb4,Jag1,Jag2,Kif13a,Kif13b,Klf2,Klf4,Ldhb,Lif,Mdm2,Mknk1,Mknk2,Mxd1,Mxd4,Ndrg1,Nhlh2,Ninj1,Nol8,Notch1,Notch2,Notch3,Notch4,Nudt15,Pcna,Pdgfa,Perp,Pidd1,Pitpnc1,Plk2,Plxna1,Plxna2,Plxna4,Plxnb1,Plxnb2,Plxnd1,Pmm1,Polh,Pom121,Ppm1d,Prkab1,Prmt2,Ptpn14,Ptpn21,Ptpra,Ptprd,Ptpre,Ptprf,Ptprs,Pvt1,Rad51c,Ralgds,Rb1,Rchy1,Retsat,Rhbdf1,Rhbdf2,Rnf19a,Rnf19b,Rpl36,Rrp8,Rxra,Rxrg,S100a10,Sdc1,Serpinb5,Sertad3,Sesn1,Sesn3,Slc19a1,Slc19a2,Slc35d1,Slc35d2,Slc3a2,Slc7a11,Sp1,St14,Steap3,Stom,Stoml3,Tax1bp3,Tcn2,Tgfa,Tgfb1,Tgfbr1,Tm7sf3,Tnfrsf23,Tnfsf9,Tnni1,Tnni3,Tob1,Tpd52l1,Tprkb,Traf4,Trafd1,Trib3,Trp53,Tsc22d1,Upp1,Upp2,Vamp8,Vdr,Vwa5a,Wrap73,Wwp1,Wwp2,Zbtb16,Zfp365,Zfp36l1",284,1,1
"HALLMARK_PANCREAS_BETA_CELLS",45,"Abcc1,Abcc10,Abcc12,Abcc2,Abcc3,Abcc4,Abcc5,Abcc6,Abcc8,Abcc9,Akt1,Akt2,Akt3,Chga,Dpp4,Elp4,Fap,Foxo1,G6pc2,Gcg,Gck,Hnf1a,Ins1,Ins2,Insm1,Lmo2,Maf,Nkx2-2,Nkx6-1,Pak1,Pak2,Pak3,Pax4,Pax6,Pcsk2,Pklr,Pkm,Sec11a,Sec11c,Srp14,Srp9,Stxbp1,Stxbp2,Syt13,Vdr",57,1,1
"HALLMARK_PEROXISOME",144,"Abcb11,Abcb1a,Abcb1b,Abcb4,Abcb5,Abcb9,Abcc1,Abcc10,Abcc12,Abcc2,Abcc3,Abcc4,Abcc5,Abcc6,Abcc8,Abcc9,Abcd2,Abcd3,Acot8,Acox1,Acsl1,Acsl3,Acsl5,Acsl6,Alb,Aldh1a1,Aldh1a2,Aldh1a3,Aldh1a7,Aldh1b1,Aldh2,Aldh9a1,Atxn1,Bcl10,Cacna1a,Cacna1b,Cacna1c,Cacna1d,Cacna1e,Cacna1s,Cadm1,Cat,Cel,Chat,Cln6,Cln8,Crabp1,Crat,Ctbp1,Ctps2,Dhcr24,Dhrs3,Dio1,Dlg1,Dlg2,Dlg3,Dlg4,Eci3,Elovl2,Elovl5,Ephx2,Ercc1,Ercc3,Esr2,Fads1,Fads2,Fads2b,Fads3,Fdps,Gnpat,Hao2,Hmgcl,Hmgcll1,Hras,Hsd17b11,Hsd17b13,Ide,Idh1,Idh2,Itgb1bp1,Msh2,Nudt19,Pabpc1,Pabpc1l,Pabpc2,Pabpc4,Pabpc6,Pex11a,Pex11b,Pex13,Pex14,Pex2,Pex5,Pex6,Prdx1,Prdx5,Rdh11,Retsat,Rxra,Rxrg,Scp2,Sema3a,Sema3b,Sema3c,Sema3d,Sema3e,Sema3f,Sema3g,Serpina6,Slc23a1,Slc23a2,Slc25a17,Slc25a19,Slc25a4,Slc27a2,Slc27a6,Sod1,Sod2,Sult2a1,Sult2a2,Sult2a3,Sult2a4,Sult2a5,Sult2a6,Sult2a7,Sult2a8,Sult2b1,Top2a,Top2b,Tspo,Ttr,Ugt2a1,Ugt2a3,Ugt2b1,Ugt2b34,Ugt2b35,Ugt2b36,Ugt2b37,Ugt2b38,Ugt2b5,Vps4a,Vps4b,Ywhag,Ywhah",163,1,1
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",128,"Acaca,Acacb,Actr2,Actr3,Actr3b,Akt1,Akt1s1,Akt2,Akt3,Arf1,Arf2,Arpc3,Atf1,Blk,Cab39,Cab39l,Calr,Cdk1,Cdk2,Cdk4,Cdkn1a,Cdkn1b,Cltc,Creb1,Cxcr4,Dapp1,Dusp3,E2f1,Egfr,Eif4e,Eif4e1b,Erbb2,Erbb3,Erbb4,Fasl,Fgf17,Fgf18,Fgf6,Fgf8,Fgr,Fyn,Gna11,Gna14,Gnaq,Gngt1,Grap,Grb2,Grk2,Grk3,Hck,Hras,Hsp90b1,Ikbke,Irak4,Itpr1,Itpr2,Itpr3,Lck,Lyn,Map2k3,Map2k6,Map3k7,Mapk1,Mapk10,Mapk3,Mapk8,Mapk9,Mapkap1,Mknk1,Mknk2,Nfkbib,Ngf,Nod1,Pak4,Pdk1,Pik3r1,Pik3r2,Pik3r3,Pikfyve,Pitx2,Pla2g12a,Plcb1,Plcb2,Plcb3,Plcb4,Plcg1,Plcg2,Ppp1cc,Ppp2r1a,Ppp2r1b,Prkaa1,Prkaa2,Prkag1,Pten,Ptpn11,Ptpn6,Rac1,Ralb,Ripk1,Rit1,Rit2,Rps6ka1,Rps6ka2,Rps6ka3,Rps6ka6,Rptor,Slc2a1,Slc2a3,Slc2a4,Smad2,Smad3,Src,Stat2,Tbk1,Them4,Tiam1,Tiam2,Tnfrsf1a,Traf2,Trib3,Ube2d2a,Ube2d3,Ube2n,Vav1,Vav2,Vav3,Yes1,Ywhab",146,1,1
"HALLMARK_PROTEIN_SECRETION",114,"Abca1,Abca12,Abca13,Abca17,Abca2,Abca4,Abca7,Adam10,Anp32e,Ap1b1,Ap2b1,Ap2s1,Arcn1,Arf1,Arf2,Arfgap3,Arfgef1,Arfgef2,Arfip1,Atp12a,Atp1a1,Atp1a3,Atp1a4,Atp4a,Atp6v1b1,Atp6v1b2,Atp6v1h,Atp7a,Atp7b,Bet1,Bnip3,Cd63,Clcn3,Clcn4,Cln5,Clta,Cltb,Cltc,Cog2,Copb1,Cope,Ctsc,Dnm1l,Dop1a,Dop1b,Dsp,Dst,Egfr,Erbb2,Erbb3,Erbb4,Ergic3,Galc,Gbf1,Gnal,Gnas,Gosr2,Ica1,Igf2r,Inpp5b,Kif1a,Kif1b,Kif1c,Lamp2,Lman1,Lman1l,Macf1,Mapk1,Mapk3,Mon2,Napa,Napb,Napg,Ocrl,Plec,Ppt1,Rab14,Rab22a,Rab2a,Rab31,Rab9,Rer1,Rps6ka1,Rps6ka2,Rps6ka3,Rps6ka6,Scamp3,Scrn1,Sec22b,Sec24c,Sec24d,Sec31a,Sgms1,Sh3gl2,Sh3gl3,Snap23,Sod1,Sspn,Stam,Stx12,Stx16,Stx7,Tmed10,Tmx1,Tom1l1,Tpd52,Tsg101,Uso1,Vamp3,Vamp4,Vps45,Vps4a,Vps4b,Zw10",131,1,1
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",42,"Cat,Egln2,Epx,Ercc2,Fer,Ftl1-ps1,G6pd2,Gclc,Gclm,Glrx2,Gpx4,Gsr,Hhex,Ipcef1,Lamtor5,Lpo,Lsp1,Mbp,Mgst1,Mpo,Msra,Ndufs2,Pdlim1,Pfkl,Pfkm,Pfkp,Prdx1,Prdx6,Prdx6b,Prnp,Ptpa,Sbno1,Sbno2,Scaf4,Sod1,Sod2,Stk25,Txn1,Txndc8,Txnrd1,Txnrd2,Txnrd3",56,1,1
"HALLMARK_SPERMATOGENESIS",155,"Ace,Ace3,Acrbp,Acrv1,Adad1,Adam2,Agfg1,Akap3,Alox12,Arl4a,Art2b,Art3,Braf,Bub1,Canx,Ccna1,Ccnb2,Cct6a,Cct6b,Cdk1,Cftr,Chrm4,Clgn,Clpb,Clvs1,Clvs2,Cnih3,Coil,Crisp1,Crisp2,Crisp3,Cst13,Dbf4,Dcc,Ddx19a,Ddx19b,Ddx25,Dmc1,Dmrt1,Ezh1,Ezh2,Furin,Gad1,Gad2,Gfi1,Gfi1b,Gmcl1,Gpr182,Grm1,Grm2,Grm3,Grm4,Grm5,Grm6,Grm7,Grm8,Gsg1,Gstm2,Gstm3,Gstm4,Gstm6,Gstm7,H1f6,Hspa1a,Hspa1l,Hspa4,Hspa4l,Hspa5,Hspa8,Hsph1,Htr5b,Ide,Ift88,Il12rb2,Ilf3,Jam3,Kif2a,Kif2c,Ldhc,Lpin1,Lpin2,Lpin3,Map7,Mast1,Mast2,Mast3,Mast4,Mep1b,Mllt10,Mtnr1a,Mtnr1b,Mtor,Naa11,Ncaph,Nefh,Nefm,Nek2,Neo1,Nf2,Nos1,Nos2,Nos3,Nphp1,Odf1,Pacrg,Papola,Papolg,Parp1,Parp2,Pcsk4,Pcsk5,Pcsk6,Pebp1,Pgs1,Pias1,Pias2,Pias3,Pomc,Psmg1,Raf1,Scg3,Scg5,Septin4,She,Sirt1,Slc2a5,Slc2a7,Snap91,Spata6,Stam2,Strbp,Sycp1,Taldo1,Tcp11,Tcp11x2,Tekt2,Tkt,Tle1,Tle2,Tle3,Tle4,Tnni1,Tnni3,Tsn,Ttk,Tuba1c,Tuba3b,Tuba8,Tulp2,Vdac3,Ybx2,Zc2hc1c,Zc3h14,Znrf4,Zpbp",222,1,1
"HALLMARK_TGF_BETA_SIGNALING",77,"Acvr1,Acvr1b,Acvr1c,Arid4b,Bcar3,Bmp2,Bmpr1a,Bmpr1b,Bmpr2,Cdk9,Comp,Eng,Fkbp1a,Fnta,Furin,Hdac1,Hdac1-ps,Hdac2,Hipk1,Hipk2,Hipk3,Id2,Ifngr2,Klf10,Lefty1,Lefty2,Ltbp1,Ltbp2,Ltbp3,Ltbp4,Map3k7,Naip1,Naip2,Naip5,Naip6,Ncor2,Pcsk4,Pcsk5,Pcsk6,Pmepa1,Ppm1a,Ppm1n,Ppp1cc,Rab22a,Rab31,Serpine1,Ski,Slc20a1,Slc20a2,Smad1,Smad2,Smad3,Smad5,Smad6,Smad7,Smad9,Smurf1,Smurf2,Sptb,Sptbn1,Sptbn2,Sptbn4,Sptbn5,Tgfb1,Tgfbr1,Tgif1,Thbs1,Thbs2,Thbs4,Tjp1,Tjp2,Tjp3,Trim24,Trim33,Ube2d2a,Ube2d3,Xiap",89,1,1
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",192,"Abca1,Abca12,Abca13,Abca17,Abca2,Abca4,Abca7,Ackr3,Areg,Atf3,Atp2b1,Atp2b2,Atp2b3,Atp2b4,B4galt1,B4galt5,Bcl3,Birc2,Birc3,Bmp2,Btg1,Btg3,Ccl5,Ccl7,Ccn1,Ccn2,Ccnd1,Ccnd2,Ccnd3,Cd44,Cd69,Cd83,Cdkn1a,Cebpd,Cflar,Clcf1,Clec2m,Csf1,Cxcl15,Dennd5a,Dennd5b,Dnajb4,Dram1,Dusp1,Dusp4,Dusp5,Edn1,Efna1,Egr2,Egr3,Ehd1,Ehd2,Ehd3,Ehd4,Ets2,F3,Fosb,Fosl1,Fosl2,Fut4,Gch1,Gem,Icam1,Icam5,Icosl,Id2,Ifih1,Ifit2,Ifit3b,Ifngr2,Il15ra,Il18,Il23a,Inhba,Irs2,Irs3,Jag1,Jag2,Kdm6b,Klf10,Klf2,Klf4,Klf6,Klf9,Kynu,Lamb3,Ldlr,Lif,Lrp8,Maff,Map2k3,Map2k6,Map3k8,Marcks,Mcl1,Mxd1,Myc,Naip1,Naip2,Naip5,Naip6,Nampt,Nfe2l2,Nfil3,Nfkb1,Nfkbia,Nfkbie,Ninj1,Nr4a1,Nr4a2,Nr4a3,Olr1,Panx1,Panx3,Pde4a,Pde4b,Pde4c,Pde4d,Pdlim5,Pdlim7,Per1,Per2,Pfkfb2,Pfkfb3,Pfkfb4,Phlda1,Plau,Plaur,Plek,Plpp3,Pmepa1,Pnrc1,Ptgs1,Ptpra,Ptprd,Ptpre,Ptprf,Ptprs,Rcan1,Rel,Rela,Relb,Rhob,Ripk2,Rnf19a,Rnf19b,Sdc4,Serpinb2,Serpinb8,Serpine1,Sgk1,Sik1,Sik2,Slc16a6,Slc2a1,Slc2a3,Slc2a6,Smad2,Smad3,Sod2,Spsb1,Spsb4,Stat5a,Stat5b,Tank,Tgif1,Tnc,Tnf,Tnfaip2,Tnfaip3,Tnfaip6,Tnfrsf9,Tnfsf9,Tnip2,Tnn,Tnr,Tnxb,Traf1,Trib1,Trip10,Tsc22d1,Tubb1,Tubb2a,Tubb2b,Tubb3,Tubb5,Tubb6,Uty,Vegfa,Yrdc,Zbtb10,Zc3h12a",250,1,1
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",98,"Aldh18a1,Arfgap1,Asns,Atf3,Atf4,Atf6,Bag3,Banf1,Calr,Ccl7,Cebpg,Cks1brt,Cnot2,Cnot4,Dctn1,Ddx10,Dnaja4,Dnajc3,Eef2,Eftud2,Eif2ak3,Eif2s1,Eif4a1,Eif4a2,Eif4a3,Eif4a3l1,Eif4e,Eif4e1b,Eif4ebp1,Eif4ebp2,Ern1,Ern2,Ero1a,Exoc2,Exosc1,Exosc10,Exosc4,Exosc5,Exosc9,Fkbp14,Gosr2,H2ac22,H2ac23,H2ax,Hsp90b1,Hspa1a,Hspa1l,Hspa5,Hspa8,Hyou1,Ifit1bl1,Ifit1bl2,Igfbp1,Imp3,Kdelr1,Kdelr2,Kdelr3,Khsrp,Kif5a,Kif5b,Kif5c,Kifc3,Lsm1,Lsm4,Mthfd2,Nabp1,Nfya,Nfyb,Nolc1,Nop14,Nop56,Pdia6,Pop4,Preb,Psat1,Sdad1,Sec11a,Sec11c,Sec31a,Shc1,Slc1a4,Ssr1,Tubb1,Tubb2a,Tubb2b,Tubb3,Tubb5,Tubb6,Vegfa,Wfs1,Wipi1,Wipi2,Xbp1,Xpot,Yif1a,Yif1b,Ywhaz,Zbtb17",142,1,1
"HALLMARK_UV_RESPONSE_DN",241,"Acvr2a,Acvr2b,Add1,Add2,Add3,Adgrl2,Adgrl3,Adora2a,Adora2b,Akt1,Akt2,Akt3,Amph,Anxa2,Anxa4,Apbb2,Arhgef4,Arhgef9,Atp2b1,Atp2b2,Atp2b3,Atp2b4,Atrn,Atrnl1,Atrx,Atxn1,AU018091,Bckdhb,Bdnf,Blk,Bmpr1a,Bmpr1b,Cacna1a,Cacna1b,Cacna1c,Cacna1d,Cacna1e,Cacna1s,Cap2,Ccn1,Ccn2,Cdc42bpa,Cdc42bpb,Cdc42bpg,Cdk12,Cdk13,Cdkn1b,Cdon,Celf1,Celf2,Cited2,Col11a1,Col1a2,Col2a1,Col3a1,Col5a2,Col5a3,Csf1r,Dbp,Ddah1,Dlc1,Dmac2l,Dyrk1a,Dyrk1b,Efemp1,Efemp2,Egfr,Erbb2,Erbb3,Erbb4,F3,Fbln5,Fgr,Fhl2,Fyn,Fzd1,Fzd2,Fzd7,Gcnt1,Gja1,Grk4,Grk5,Grk6,Has2,Has3,Hck,Ica1,Igf1r,Igfbp3,Igfbp5,Inpp4a,Inpp4b,Insr,Insrr,Irs1,Irs3,Itgb2,Itgb3,Itgb5,Itgb6,Itgb7,Kcnma1,Kcnu1,Kit,Lamc1,Lamc2,Lamc3,Lck,Ldlr,Lpar1,Lrp8,Ltbp1,Ltbp2,Ltbp3,Ltbp4,Lyn,Magi1,Magi2,Magi3,Map2k5,Mapk14,Met,Mgmt,Mios,Mmp14,Mmp15,Mmp16,Mmp24,Mrps31,Mst1r,Mta1,Mta2,Mta3,Myc,Nek7,Nfia,Nfib,Nfic,Nfix,Nfkb1,Notch1,Notch2,Notch3,Notch4,Nrp1,Nrp2,Ntn1,Ntn3,Pdlim5,Pdlim7,Pex14,Phf3,Pias1,Pias2,Pias3,Pik3ca,Pik3cb,Pik3cd,Pik3r1,Pik3r2,Pik3r3,Plcb2,Plcb3,Plcb4,Plpp3,Pmp22,Prdm2,Prkar2a,Prkar2b,Prkca,Prkcb,Prkce,Prkcg,Prkch,Pten,Ptgfr,Ptpn14,Ptpn21,Ptprk,Ptprm,Ptprt,Ptpru,Rbpms,Rbpms2,Rnd3,Runx1,Runx2,Runx3,Rxra,Rxrg,Scaf8,Scn10a,Scn11a,Scn1a,Scn2a,Scn3a,Scn4a,Scn5a,Scn7a,Scn8a,Scn9a,Sdc2,Serpine1,Sipa1,Sipa1l1,Sipa1l2,Sipa1l3,Slc22a18,Slc7a1,Slc7a2,Smad2,Smad3,Smad6,Smad7,Snai2,Spata13,Spop,Spopl,Src,Sri,Stard13,Syne1,Syne2,Synj1,Synj2,Tdpoz9-ps1,Tfpi,Tgfbr3,Tjp1,Tjp2,Tjp3,Togaram1,Vav1,Vav2,Vav3,Wdr33,Wdr37,Yes1,Ythdc1,Zmiz1,Zmiz2",270,1,1
"HALLMARK_UV_RESPONSE_UP",199,"4930486L24Rik,Abcb11,Abcb1a,Abcb1b,Abcb4,Abcb5,Ago1,Ago2,Ago3,Ago4,Amd1,Ap2s1,Arrb1,Arrb2,Asns,Atf3,Atp6v1c1,Axl,Bcl2l11,Bid,Blk,Bmp2,Bsg,Btg1,Btg3,Car2,Casp3,Ccnd1,Ccnd2,Ccnd3,Ccne1,Cdc34,Cdc5l,Cdk2,Cebpg,Chka,Chrna5,Cnp,Col1a2,Col2a1,Creg1,Ctsl,Ctsm,Cxcl15,Cyb5r1,Cyp1a1,Cyp1a2,Ddx21,Ddx50,Dgat1,Dlg1,Dlg2,Dlg3,Dlg4,Dnaja1,E2f4,E2f5,Eif2s3y,Eif5,Eno1,Eno2,Eno3,Epcam,Ephx1,Fen1,Fgr,Fkbp4,Fmo1,Fmo2,Fmo3,Fmo5,Fmo6,Fmo9,Fosb,Furin,Fyn,Gch1,Ggh,Gls,Gls2,Gm4846,Gm4847,Grina,Grpel1,H2-M10.3,H2-M10.6,H2-M11,H2-M2,H2-M9,H2-Q1,H2-Q10,H2-Q4,H2-Q6,H2-T22,H2ac22,H2ac23,H2ax,Hck,Hnrnpu,Hspa13,Hspa1a,Hspa1l,Hspa5,Hspa8,Htr7,Icam1,Icam5,Igfbp2,Kcnh2,Kcnh6,Kcnh7,Klhdc3,Lck,Lhx2,Lhx9,Lyn,Maob,Mapk8ip2,Mark1,Mark2,Mark3,Mark4,Mertk,Mmp14,Mmp15,Mmp16,Mmp24,Mpst,Mrpl23,Msx2,Nat1,Nat2,Nat3,Nfkbia,Npcd,Nptx1,Nptx2,Nptxr,Nr4a1,Ntrk1,Ntrk2,Ntrk3,Nxf1,Olfm1,Olfm3,Onecut2,Onecut3,Parp1,Parp2,Pcsk4,Pcsk5,Pcsk6,Pdap1,Pdlim3,Plcl1,Plcl2,Polg2,Ppat,Ppt1,Prkaca,Prkacb,Prpf3,Psmc3,Ptpra,Ptprd,Ptpre,Ptprf,Ptprs,Rab27a,Rab27b,Rasgrp1,Rasgrp3,Ret,Rhob,Slc25a4,Slc6a1,Slc6a11,Slc6a12,Slc6a13,Slc6a6,Smok3a,Sod2,Spr,Src,Stard3,Stip1,Stk25,Tacr1,Tacr3,Tgfbrap1,Tmbim6,Tuba1c,Tuba3b,Tuba8,Tyro3,Ube2r2,Urod,Wiz,Yes1",295,1,1
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",55,"Adam17,Axin1,Axin2,Ccnd1,Ccnd2,Ccnd3,Csnk1d,Csnk1e,Cul1,Dkk1,Dll1,Dvl1,Dvl2,Dvl3,Frat1,Frat2,Fzd1,Fzd2,Fzd5,Fzd7,Gnai1,Gnai2,Gnai3,Hdac1,Hdac1-ps,Hdac2,Hdac4,Hdac5,Hdac7,Hdac9,Hey2,Jag1,Jag2,Kat2a,Kat2b,Lef1,Myc,Ncor2,Ncstn,Notch1,Notch2,Notch3,Notch4,Numb,Peg12,Ppard,Psen2,Ptch1,Ptch2,Rbpj,Trp53,Wnt1,Wnt5a,Wnt5b,Wnt6",59,1,1
"HALLMARK_XENOBIOTIC_METABOLISM",269,"Abcc1,Abcc10,Abcc12,Abcc2,Abcc3,Abcc4,Abcc5,Abcc6,Abcc8,Abcc9,Abcd2,Aco2,Acox1,Acox3,Acp1,Acp2,Adh1,Adh4,Adh5,Adh6a,Adh6b,Akr1c12,Akr1c13,Akr1c14,Akr1c18,Akr1c19,Akr1c20,Akr1c21,Akr1c6,Akr1cl,Aldh1a1,Aldh1a2,Aldh1a3,Aldh1a7,Aldh1b1,Aldh2,Aldh3a1,Aldh3a2,Aldh9a1,Aox1,Aox2,Aox3,Aox4,Ap4b1,Apoe,Aqp9,Arg1,Arg2,Arpp19,Asl,Atoh8,Atp2a1,Atp2a2,Atp2a3,Bcat1,Blvrb,Bphl,C2,Car2,Casp6,Cat,Cbr2,Ccl25,Cd36,Cda,Cfb,Cndp1,Cndp2,Comt,Crot,Crp,Csad,Ctnnb1,Cyb5a,Cyp17a1,Cyp1a1,Cyp1a2,Cyp27a1,Cyp2ab1,Cyp2c29,Cyp2c37,Cyp2c38,Cyp2c39,Cyp2c40,Cyp2c50,Cyp2c54,Cyp2c55,Cyp2c65,Cyp2c66,Cyp2c67,Cyp2c68,Cyp2c69,Cyp2c70,Cyp2e1,Cyp2j11,Cyp2j12,Cyp2j13,Cyp2j5,Cyp2j6,Cyp2j7,Cyp2j8,Cyp2j9,Cyp2s1,Cyp4f13,Cyp4f14,Cyp4f15,Cyp4f16,Cyp4f17,Cyp4f18,Cyp4f39,Cyp4f40,Ddah1,Ddc,Dhps,Dhrs1,Dhrs7,Elovl2,Elovl5,Enpep,Entpd5,Epha1,Epha10,Epha2,Epha3,Epha4,Epha5,Epha6,Epha7,Epha8,Ephb1,Ephb2,Ephb3,Ephb4,Ephb6,Ephx1,Esr1,Etfdh,Ets2,F10,F11,F12,F9,Fah,Fas,Fbln1,Fbp1,Fbp2,Fmo1,Fmo2,Fmo3,Fmo5,Fmo6,Fmo9,G6pc2,Gad1,Gad2,Gadl1,Gart,Gch1,Gckr,Gclc,Gcnt2,Gm4846,Gm4847,Gnmt,Gsr,Gss,Gsta1,Gsta2,Gsta5,Gstm2,Gstm3,Gstm4,Gstm6,Gstm7,Gstt2,Hdc,Hnf4a,Hnf4g,Id2,Idh1,Idh2,Igf1,Igfbp1,Il1r1,Jup,Klkb1,Kynu,Lonp1,Lpin1,Lpin2,Lpin3,Man1a,Man1a2,Man1c1,Maob,Mpp2,Mthfd1,Mthfd1l,Ndrg2,Nfs1,Ninj1,Nmt1,Nmt2,Npc1,Npc1l1,Papss1,Papss2,Pcx,Pdk4,Pdlim5,Pdlim7,Pemt,Pgd,Pgrmc2,Pink1,Plg,Pmm1,Por,Ppard,Ptgds,Ptges,Ptgr1,Pycr1,Pycr2,Rap1gap,Rap1gap2,Reg1,Reg2,Retsat,Serpina6,Serpine1,Sertad1,Shmt1,Shmt2,Slc1a5,Slc22a1,Slc22a2,Slc35b1,Slc35b3,Slc35d1,Slc35d2,Slc46a3,Slc6a1,Slc6a11,Slc6a12,Slc6a13,Slc6a6,Smox,Spint2,Tdo2,Tgfb2,Tkfc,Tmbim6,Tmem176b,Tmem97,Tnfrsf1a,Tnfrsf23,Tomt,Tpst1,Ttpa,Tyr,Ugdh,Upp1,Upp2,Vnn1,Vnn3,Vtn,Xdh",312,1,1
